compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_bulk_modulus_voigt
Mo3Si6,aflow:39f356cd89bbb02f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mo1Si2_ICSD_182116,180,hP9,204.085
Ho1Se1,aflow:39e2230d9b5ece5a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1Se1_ICSD_43547,225,cF8,82.6611
N8Pt4,aflow:392de8b37e30606d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2Pt1_ICSD_169857,205,cP12,282.656
Ge4La12,aflow:39585e426a7fc2b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1La3_ICSD_603211,62,oP16,40.6185
Al12Dy4,aflow:39adb5b2c90dd553,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3Dy1_ICSD_150548,194,hP16,75.7593
Li2Pd1,aflow:39fbb25ad81ea9a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Li2Pd1_ICSD_104773,191,hP3,50.7556
B1Bi1,aflow:39c84b928e375b7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1Bi1_ICSD_184569,216,cF8,74.7222
Ga3Sc1,aflow:3967538d7c5df002,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga3Sc1_ICSD_103958,221,cP4,83.3889
Fe8Ta4,aflow:39d1a4abb510007a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe2Ta1_ICSD_633792,194,hP12,147.241
Dy1In1,aflow:399097d6e548985d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1In1_ICSD_103201,221,cP2,58.8278
C1Rh1,aflow:3a4b13f181909c0b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Rh1_ICSD_181773,225,cF8,280.367
Eu1S1,aflow:3a77ab5132ea93ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Eu1S1_ICSD_183957,221,cP2,59.9
Au2Nb3,aflow:3a36523e268b82dc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Nb3_ICSD_54403,139,tI10,167.989
Cr2Te2,aflow:3a88e8bf41f9f1aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cr1Te1_ICSD_93159,63,oS8,56.9611
Pb4Y2,aflow:3a49575b9b567100,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pb2Y1_ICSD_105640,63,oS12,54.2278
Au8Nb12,aflow:3ab379fa84871cea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au2Nb3_ICSD_612191,213,cP20,173.9
O2Sr1,aflow:3a8b7ba885be1cf7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Sr1_ICSD_24249,139,tI6,77.0426
Cd1Sr1,aflow:3a6fa1590482d690,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Sr1_ICSD_102066,221,cP2,24.95
Hg33Rb3,aflow:3a84e674e05ac4e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg11Rb1_ICSD_410567,221,cP36,14.3333
Cd2Tb1,aflow:3ae9b6702a187c81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd2Tb1_ICSD_102069,191,hP3,58.9111
Al1Tb3,aflow:3a792a64d75b5312,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Tb3_ICSD_58173,221,cP4,49.8167
Ba2Cd4,aflow:3a19d0040d513959,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ba1Cd2_ICSD_260668,74,oI12,27.7667
Cd3In1,aflow:3bc3fc68c58fdd1f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd3In1_ICSD_109285,221,cP4,47.7278
Be44Re2,aflow:3bf25c232d2dd4e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Re1_ICSD_150540,227,cF184,136.306
In2Y4,aflow:3b6ec2992da4f35e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Y2_ICSD_108567,194,hP6,54.3537
Al2Sc4,aflow:3b0de28f284593eb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Sc2_ICSD_183217,194,hP6,69.3259
Si1U3,aflow:3b221436eaa1f3db,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Si1U3_ICSD_27036,221,cP4,133.9
P8Ti4,aflow:3c5bb400e8a7dc38,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P2Ti1_ICSD_24351,62,oP12,127.535
Al4Th2,aflow:3c3f0a63dafd798f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Th1_ICSD_58182,227,cF24,86.35
Ag4Ba2,aflow:3c78f90c1e08f159,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Ba1_ICSD_240052,74,oI12,28.2407
Be2Mo6,aflow:3c1fc15dfd5cabac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Mo3_ICSD_58715,223,cP8,223.556
Si2Zr4,aflow:3cbb89aceb65d7eb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si1Zr2_ICSD_24717,140,tI12,127.624
N8W4,aflow:3c6a789e144b4f34,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2W1_ICSD_290435,205,cP12,303.598
Ho1Ir1,aflow:3ca3b19dbc5f1d8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Ir1_ICSD_104415,221,cP2,139.461
Cs1I1,aflow:3cfd4805f7728ac7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs1I1_ICSD_44291,221,cP2,10.0944
N1Nb1,aflow:3caef21d7715917b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Nb1_ICSD_167803,225,cF8,305.928
Be2Zn26,aflow:3d4b6ad5b61b11ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Zn13_ICSD_174029,226,cF112,61.0111
Sb4Th2,aflow:3da782f49ab267fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Sb2Th1_ICSD_651663,129,tP6,73.5944
O2Pt2,aflow:3db43abbe01e36c9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Pt1_ICSD_164290,131,tP4,190.826
Ba6Sn10,aflow:3dfa4e99c09c8f5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Sn5_ICSD_411980,63,oS32,29.4204
Au2Gd2,aflow:3d37baaa5a26457a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Gd1_ICSD_611906,63,oS8,68.6333
O4Ta2,aflow:3d9128eca44abb0e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Ta1_ICSD_603572,136,tP6,249.224
Co1O1,aflow:3d6cafb48da92910,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co1O1_ICSD_29082,216,cF8,127.3
Cs2S2,aflow:3d3dd8dbe54026e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Cs2S2_ICSD_200474,71,oI8,11.9667
Cl1Li1,aflow:3d5c7e27f5a6cca6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Li1_ICSD_26909,225,cF8,32.0444
Ga2La1,aflow:3d63c71ee94d40ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga2La1_ICSD_103766,191,hP3,69.7157
La1Te1,aflow:3db1c6bb651f859d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La1Te1_ICSD_183944,225,cF8,54.8889
C1Ir1,aflow:3df71fdb8f321767,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ir1_ICSD_185997,216,cF8,276.461
As12Ir4,aflow:3ed43988e45b406c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As3Ir1_ICSD_610737,204,cI32,129.517
Hf1Tc1,aflow:3e45dbfa7d475634,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hf1Tc1_ICSD_104277,221,cP2,185.978
Al8Ho12,aflow:3e889b2ebbefdb97,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al2Ho3_ICSD_184632,136,tP20,60.5315
Pt2Si1,aflow:3ea0d57ff7b5eec3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pt2Si1_ICSD_649616,139,tI6,209.639
Al4Au8,aflow:3ea755faf545710b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Au2_ICSD_57496,62,oP12,114.469
Re8Tb4,aflow:3e41a1f628d95c09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Tb1_ICSD_650154,194,hP12,201.531
In3Yb1,aflow:3e99a8522e295b39,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In3Yb1_ICSD_59573,221,cP4,33.3556
C1Pt1,aflow:3e796af1a6735597,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Pt1_ICSD_169405,187,hP2,255.493
Ge4Hf6,aflow:3e2391ad165f4246,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ge2Hf3_ICSD_636549,127,tP10,135.165
Cd2Te2,aflow:3fcd14dad8d1899d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cd1Te1_ICSD_246693,63,oS8,47.9296
N1Na1,aflow:3fd470028e022781,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Na1_ICSD_184990,225,cF8,34.2778
Pt3Sc1,aflow:3fdc47a5a166d5dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt3Sc1_ICSD_105786,221,cP4,191.839
Cr1N1,aflow:3f6ff80616013748,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cr1N1_ICSD_152809,225,cF8,234.5
C1Tc1,aflow:3faccddce4b6bc29,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Tc1_ICSD_183167,225,cF8,230.128
Er1Ga3,aflow:3f83528ca1eec463,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Ga3_ICSD_103231,221,cP4,78.9444
Ge4Ru4,aflow:40e22481074f39ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1Ru1_ICSD_637744,198,cP8,177.778
Hf6Rh10,aflow:4061333bd6488edb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf3Rh5_ICSD_104267,55,oP16,196.965
Ba2Si46,aflow:4098d627b609f1c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba2Si46_ICSD_94262,223,cP48,76.3611
Be5Co1,aflow:409d27be6859648a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be5Co1_ICSD_616209,216,cF24,147.672
Hf16Ir8,aflow:404e41a4f2c017c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2Ir1_ICSD_638574,227,cF96,156.178
H1Ni1,aflow:412bf0dc20f54c7b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/H1Ni1_ICSD_56077,225,cF8,205.111
F1Tl1,aflow:41cae372cf494c78,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F1Tl1_ICSD_28495,225,cF8,30.4759
Mo2Rh6,aflow:416b4044dfd08715,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mo1Rh3_ICSD_105085,194,hP8,246.533
H4Mg2,aflow:41040ec12bb65afa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/H2Mg1_ICSD_155807,136,tP6,54.1481
C28V32,aflow:41c83acfdc68983d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C7V8_ICSD_22177,212,cP60,242.717
Cd4O8,aflow:41ffda8c17fe1297,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1O2_ICSD_109339,205,cP12,106.922
Dy12Ru4,aflow:428c04eb15323142,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy3Ru1_ICSD_630170,62,oP16,61.9241
As4Hf4,aflow:426b550514a4403c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Hf1_ICSD_42915,194,hP8,128.311
Ho1N1,aflow:427343e52e422912,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1N1_ICSD_169207,225,cF8,166.433
Er1H2,aflow:42bc9c43b5da2a39,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1H2_ICSD_103243,225,cF12,89.9389
Mn1S1,aflow:42bcb1caacd2e497,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1S1_ICSD_158647,225,cF8,79.7778
Ag3Pt1,aflow:42e9730ac658aaf0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag3Pt1_ICSD_180883,221,cP4,111.094
Hf10Ir6,aflow:426df454e554e453,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf5Ir3_ICSD_638578,193,hP16,176.928
Rh5Y1,aflow:4238485784a072a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh5Y1_ICSD_105977,191,hP6,179.554
Ir4Pr2,aflow:437770d0ef86e5e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir2Pr1_ICSD_104540,227,cF24,192.606
S2Ta1,aflow:43ccbaffa353e3de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S2Ta1_ICSD_24756,164,hP3,42.5278
H8Sr4,aflow:438747b2e5f5ff7a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H2Sr1_ICSD_155988,62,oP12,39.3704
Al2Zr2,aflow:433ef15fc7e9cea2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al1Zr1_ICSD_58227,63,oS8,108.796
F3Mo1,aflow:436b52914f63694c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3Mo1_ICSD_30612,221,cP4,94.0778
Si1Sn1,aflow:43573d159f0bba7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Si1Sn1_ICSD_184676,216,cF8,53.1611
Cd2Ho1,aflow:43169bfefe524ff3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd2Ho1_ICSD_58989,191,hP3,60.4963
Dy1P1,aflow:440c7849ab8be110,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1P1_ICSD_187518,225,cF8,86.9389
Ga3Tb1,aflow:449c3c3d7624d5e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga3Tb1_ICSD_103981,221,cP4,73.9944
Ca8Ge4,aflow:44a95a3b698dde9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca2Ge1_ICSD_42455,62,oP12,36.4093
B18Li2,aflow:44d4b92478b2dfd0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B9Li1_ICSD_164625,185,hP20,205.926
Cd1Te1,aflow:44db01b35234cb00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Te1_ICSD_52839,225,cF8,48.6389
Fe2Se4,aflow:44c3a3a1c420bb80,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Fe1Se2_ICSD_42041,58,oP6,84.6037
Ir6W2,aflow:443c51ce9eb735e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir3W1_ICSD_104598,194,hP8,357.046
Br1Tl1,aflow:446e47ea5b60293f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Tl1_ICSD_61519,225,cF8,16.4611
As14Re6,aflow:44033f0117971e6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As7Re3_ICSD_25787,229,cI40,159.961
Ir6Nb6,aflow:44bb4888c765fb7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ir1Nb1_ICSD_640828,51,oP12,255.55
Y1Zn1,aflow:440eed1fe4e9897b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Y1Zn1_ICSD_653454,221,cP2,58.2056
P8Pa6,aflow:4423ebbd06b159db,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/P4Pa3_ICSD_647902,220,cI28,129.878
Au2Er1,aflow:4526d8f300eaf61a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Er1_ICSD_58446,139,tI6,102.967
B2Gd1,aflow:45291de1f333cbdf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Gd1_ICSD_44306,191,hP3,146.169
Sc4Tc8,aflow:45d4dd170fde680b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sc1Tc2_ICSD_651831,194,hP12,185.885
F4Sn1,aflow:45e4c5808d1c930c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F4Sn1_ICSD_16794,139,tI10,59.3944
Mg4Te8,aflow:4564d244919c96c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1Te2_ICSD_30390,205,cP12,37.9574
Cl1Tl1,aflow:45bf324a62447cfb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Tl1_ICSD_61518,225,cF8,18.4389
Tb6Tl10,aflow:45c4106e86709cfd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Tb3Tl5_ICSD_652974,63,oS32,55.6648
F1Na1,aflow:4590fc6b74283e3d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1Na1_ICSD_262837,225,cF8,46.8833
Ba1O2,aflow:46261cca37eaf3ba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1O2_ICSD_180397,139,tI6,68.3981
Ta1Tc1,aflow:4636a6353e82ddee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ta1Tc1_ICSD_106117,221,cP2,252.117
Co4Sb12,aflow:4629b8009acec4fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_153504,204,cI32,78.8148
As2V6,aflow:46477b1f3c4b7088,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1V3_ICSD_44084,223,cP8,185.322
Ge6N8,aflow:4671a38f1790901e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge3N4_ICSD_156338,227,cF56,212.694
Ni3Sn1,aflow:46ae6df881810fc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni3Sn1_ICSD_105353,221,cP4,153.883
Cr2S2,aflow:47f3d2666620ccba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cr1S1_ICSD_16723,15,mS8,77.0167
Ho1S1,aflow:47edb17dac296aad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1S1_ICSD_43546,225,cF8,99.0111
N4Ta2,aflow:47d3f3ddbfe6fd04,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2Ta1_ICSD_290431,194,hP6,286.854
Mo6Zr2,aflow:47bb3339e4e5f9cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mo3Zr1_ICSD_105118,223,cP8,191.839
Si16Ti20,aflow:477c18f864ac6232,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Si4Ti5_ICSD_168417,92,tP36,140.807
Be24P16,aflow:473d6cf16feebd74,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Be3P2_ICSD_616384,206,cI80,91.7
Se1Zn1,aflow:4792db85eaa107bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Se1Zn1_ICSD_162755,216,cF8,58.2
Al6Th2,aflow:4836777a449c8009,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3Th1_ICSD_58184,194,hP8,84.7222
Pt2S2,aflow:48d45cacb1c5b094,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pt1S1_ICSD_31131,131,tP4,133.081
Al3Os2,aflow:4862e15e81e47ebb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al3Os2_ICSD_58109,139,tI10,204.783
Ni1Zn1,aflow:48827b3227344479,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ni1Zn1_ICSD_105469,123,tP2,149.28
Te12Th7,aflow:483af4d6975b0003,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Te12Th7_ICSD_85788,174,hP19,68.2204
N8Si6,aflow:48bdcbf1fee8d266,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N4Si3_ICSD_100135,176,hP14,234.681
Sc1Se1,aflow:48d06cd57e3bde76,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Sc1Se1_ICSD_44972,225,cF8,80.3778
Cd1S1,aflow:488147efb71ed55f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1S1_ICSD_159379,216,cF8,55.8556
Al4Tb8,aflow:48e1c56b5a8980e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Tb2_ICSD_609457,62,oP12,54.4796
N2Ta2,aflow:48b2fd56d196968e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ta1_ICSD_105123,194,hP4,315.741
O1Sc1,aflow:489872819d7079cb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1.03Sc1_ICSD_61627,225,cF8,153.75
P4Zn6,aflow:484e22a0ef6720c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/P2Zn3_ICSD_24487,224,cP10,71.7889
I1Na1,aflow:484aa4aa291e7238,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I1Na1_ICSD_44279,225,cF8,16.4444
Ir2Th2,aflow:49361ec54f4ee82a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ir1Th1_ICSD_150819,63,oS8,135.35
Li3Pb1,aflow:493c1071c3127969,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li3Pb1_ICSD_104764,225,cF16,26.1722
Er12Os4,aflow:49ef8994256b3a31,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Er3Os1_ICSD_630900,62,oP16,71.163
Hf2N4,aflow:498446871e4b60b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1N2_ICSD_290428,194,hP6,231.037
Au2Nb6,aflow:49e03dc8eb3080dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Nb3_ICSD_58557,223,cP8,176.45
Al10Ta20,aflow:4957606e268fa7ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al1Ta2_ICSD_107888,136,tP30,158.639
B12Sc1,aflow:49c5ad25995cca6f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Sc1_ICSD_68028,225,cF52,217.944
C1Ru1,aflow:4990d46926dfee7a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ru1_ICSD_183169,225,cF8,317.922
Eu1Hg1,aflow:4a6557136108a3f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Eu1Hg1_ICSD_103396,221,cP2,36.2222
As4Zn6,aflow:4af0f6f4f5b5e8bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As2Zn3_ICSD_24486,224,cP10,59.2778
N1Na3,aflow:4a8a1dc1af88bf91,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Na3_ICSD_421111,221,cP4,22.7556
Pu1Te1,aflow:4aa4bd658660cab8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pu1Te1_ICSD_54352,221,cP2,57.8056
Ge6Ta10,aflow:4afd885d0385a2b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge3Ta5_ICSD_44744,140,tI32,193.567
Os2P4,aflow:4aeb1c4c461b8d39,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Os1P2_ICSD_42609,58,oP6,208.744
Pd6S2,aflow:4a4228d881bd6511,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pd3S1_ICSD_24347,63,oS16,126.38
Nb1Pd3,aflow:4a08c90c16ea2eae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Nb1Pd3_ICSD_105191,139,tI8,194.83
O8Ru4,aflow:4b4d8105d7c3eacc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Ru1_ICSD_66939,205,cP12,267.704
Pt6Y14,aflow:4b9c382e991c6048,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pt3Y7_ICSD_649860,186,hP20,60.8185
As1Te1,aflow:4b7de1503a36bb4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Te1_ICSD_44071,225,cF8,62.7889
Hg10Pd4,aflow:4bda491855920812,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg5Pd2_ICSD_104334,127,tP14,68.9185
Ba2Pt2,aflow:4bda8bf3d5783087,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Pt1_ICSD_55492,194,hP4,50.6361
B12Er1,aflow:4b14719a380e0154,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Er1_ICSD_613695,225,cF52,220.933
Mn1S1,aflow:4bba13075e97f394,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mn1S1_ICSD_44764,221,cP2,199.5
P1Rh2,aflow:4ca2b630d8cbb6dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/P1Rh2_ICSD_38356,225,cF12,229.683
Ag1Li1,aflow:4c10b43e69b72e7c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Li1_ICSD_58310,221,cP2,37.1278
Ca1N2,aflow:4cd5998ab96735f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca1N2_ICSD_423721,139,tI6,86.2907
Cd1Ho1,aflow:4c9a4c8acd1b2bde,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Ho1_ICSD_58988,221,cP2,58.4444
Al4Pd4,aflow:4c615f5bb7991802,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Pd1_ICSD_58114,198,cP8,149.444
Ho8S12,aflow:4cb9ceb48e5d8237,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ho2S3_ICSD_72291,62,oP20,81.4111
O8Si4,aflow:4cd8887372aa0edb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Si1_ICSD_158958,205,cP12,309.633
Ir6Sn14,aflow:4ceca54b4cd72f88,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ir3Sn7_ICSD_150762,229,cI40,101.928
C60Rb6,aflow:4c15d7310c6901e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C60Rb6_ICSD_66880,204,cI132,25.0315
