compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_bulk_modulus_voigt
N1Rh1,aflow:9b25a80f93aee9e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Rh1_ICSD_183191,225,cF8,263.822
I4Pb2,aflow:9be2432451020db9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I2Pb1_ICSD_24263,186,hP6,8.39074
H2Pu1,aflow:9bd9f59d06ba13d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/H2Pu1_ICSD_56082,225,cF12,62.4722
S8Th4,aflow:9bc61e0c2e1943c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/S2Th1_ICSD_651152,62,oP12,90.913
Sb1Sn1,aflow:9b2cec3b37cfebab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sb1Sn1_ICSD_52302,221,cP2,49.0222
P4Pt10,aflow:9bb276703d8967fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/P2Pt5_ICSD_24327,15,mS28,190.461
B4Ti3,aflow:9bf188e5fb78ea9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/B4Ti3_ICSD_615598,71,oI14,216.611
Ca1O1,aflow:9bc8de62e0d0e0ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1O1_ICSD_163628,225,cF8,105.217
Sr2Tl4,aflow:9b752e7c90f5d4d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sr1Tl2_ICSD_106111,194,hP6,28.6741
S1Sr1,aflow:9b521ccd2e03a6dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/S1Sr1_ICSD_164144,221,cP2,52.3167
Ho4Os8,aflow:9bb0e05f1da032f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ho1Os2_ICSD_639530,194,hP12,217.415
Cd1Y1,aflow:9c697bbcdaca44b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Y1_ICSD_102083,221,cP2,57.5333
N8Re4,aflow:9c5a4fb2a266e721,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/N2Re1_ICSD_187446,62,oP12,334.744
Tl1Yb1,aflow:9c68d753a5c1b840,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tl1Yb1_ICSD_106197,221,cP2,33.5444
Se12Th8,aflow:9c1c0e0187a2351c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Se3Th2_ICSD_652026,62,oP20,78.1963
Hf2Ni4,aflow:9c175fd59b90d321,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf1Ni2_ICSD_104231,227,cF24,177.044
Rh2Th2,aflow:9c9199f954dbc705,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Rh1Th1_ICSD_150542,63,oS8,117.843
Pu1Se1,aflow:9cbb504d2944873d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pu1Se1_ICSD_649958,225,cF8,57.7944
Be1Te1,aflow:9c841f4bebd25fd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Te1_ICSD_183375,216,cF8,56.5556
Cu1Ga2,aflow:9c568924a7b67651,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cu1Ga2_ICSD_102906,123,tP3,80.2352
Cd1Yb1,aflow:9dca02934916b5f5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Yb1_ICSD_102088,221,cP2,31.2667
Ir4P12,aflow:9d24b87ac3efd226,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ir1P3_ICSD_640899,204,cI32,167.817
Sb6Y8,aflow:9d284b0e2cc08045,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Sb3Y4_ICSD_651736,220,cI28,65.7944
Hg6Y2,aflow:9d32b4eb523876c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg3Y1_ICSD_104369,194,hP8,63.05
La1P1,aflow:9d043d56c74364e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La1P1_ICSD_163360,225,cF8,71.8
Ge1Mn3,aflow:9d82c12a9f3d8d82,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1Mn3_ICSD_97743,221,cP4,60.7944
Br1Cu1,aflow:9d9b873ee5316734,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Cu1_ICSD_78280,225,cF8,50.8778
Er3Sn7,aflow:9d3aacc399f38913,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Er3Sn7_ICSD_174439,65,oS20,58.8833
Ir6Mo2,aflow:9d806861e5bdcfc8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir3Mo1_ICSD_104506,194,hP8,340.356
Dy4Mg8,aflow:9dfdfdc00cc18bd8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1Mg2_ICSD_103159,194,hP12,42.8833
Cr6Si2,aflow:9dae80258c1bc363,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cr3Si1_ICSD_16835,223,cP8,191.217
P1Tb1,aflow:9e0f114b1fdd2355,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/P1Tb1_ICSD_43600,225,cF8,85.5278
Li23Sr6,aflow:9e7d5ff7423c0535,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li23Sr6_ICSD_15702,225,cF116,12.8167
Se1Th1,aflow:9edb425107166776,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Se1Th1_ICSD_52443,221,cP2,93.9722
F4Ni2,aflow:9e72672b6745f4fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/F2Ni1_ICSD_14145,136,tP6,111.263
Re8Tb4,aflow:9eea25eafebd9a4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Tb1_ICSD_650152,194,hP12,201.531
P12Rh4,aflow:9e7b2a185cd3f995,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/P3Rh1_ICSD_43724,204,cI32,145.928
Br1Rb1,aflow:9e643376d04eba9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Rb1_ICSD_18017,225,cF8,12.5667
Au1Gd1,aflow:9eba71c2bb569c1a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Gd1_ICSD_58464,221,cP2,91.8833
K2O1,aflow:9e183a9afc990944,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/K2O1_ICSD_180571,225,cF12,27.45
Ba8Sn4,aflow:9e9071780449728b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba2Sn1_ICSD_416562,62,oP12,20.7167
Cr4P4,aflow:9f8e53ade4887ef0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cr1P1_ICSD_42082,62,oP8,107.472
Ge2Ho2,aflow:9fd68ea503ecff44,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge1Ho1_ICSD_53647,63,oS8,82.9981
I2La2,aflow:9f698f4356abeb5d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I1La1_ICSD_171451,194,hP4,42.2963
Sb8Zr10,aflow:9fd9c28e5fd4b28c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sb4Zr5_ICSD_153609,193,hP18,107.315
Dy10Rh6,aflow:9f123ce2a9635083,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy5Rh3_ICSD_630149,193,hP16,79.5907
Er2Pt4,aflow:9fa730501bdcdb4d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1Pt2_ICSD_103287,227,cF24,168.25
Be26La2,aflow:9f91094658af1ae5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13La1_ICSD_616302,226,cF112,105.761
Au4Cr1,aflow:9ffb88b9041ab447,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au4Cr1_ICSD_611737,87,tI10,109.288
F8Zn4,aflow:9f3d2da987a744f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/F2Zn1_ICSD_20364,60,oP12,101.533
Au2Ti1,aflow:9f4e0d882b8e9373,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Ti1_ICSD_58607,139,tI6,118.407
B12Ni1,aflow:9f75cf9217bb5e3b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Ni1_ICSD_614986,225,cF52,209.072
Sn8Th10,aflow:a09ceded04eb7217,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sn4Th5_ICSD_106085,193,hP18,77.4667
Ge1Th1,aflow:a00160fc5a955500,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Th1_ICSD_44502,225,cF8,86.7611
Er2S4,aflow:a0dc04b1d645dc42,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Er1S2_ICSD_631062,129,tP6,94.3204
Be1Ni1,aflow:a0941ceddfbf4b14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Ni1_ICSD_58726,221,cP2,185.756
O4Ti2,aflow:a06f0d1997fb6a97,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_154601,141,tI12,177.067
Ge2W1,aflow:a0fc459ae1cc43a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge2W1_ICSD_638116,139,tI6,169.411
Fe1O1,aflow:a09d041fb6737908,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Fe1O1_ICSD_180972,225,cF8,181.35
O4Pt2,aflow:a0bf6292499f3088,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Pt1_ICSD_202407,58,oP6,211.087
Hf4Pd12,aflow:a1cf5e4364eeb040,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1Pd3_ICSD_104254,194,hP16,177.752
Au4La4,aflow:a126f192de14ca4b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1La1_ICSD_612101,62,oP8,65.3463
Cs8Te4,aflow:a17d98e1025f08bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cs2Te1_ICSD_36501,62,oP12,10.1722
Er5S7,aflow:a145f798bc270932,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Er5S7_ICSD_631057,12,mS24,80.9667
Co1Zr1,aflow:a165b280f0c37787,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Co1Zr1_ICSD_102737,221,cP2,109.411
Hg1Yb1,aflow:a19b6a6ffb2f4f70,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Yb1_ICSD_104370,221,cP2,39.25
Te2Zr2,aflow:a1f42ab2e5ed413b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Te1Zr1_ICSD_104197,194,hP4,96.5222
Fe2Te2,aflow:a1639dfffa5f741a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Fe1Te1_ICSD_180602,129,tP4,39.4167
La1Sb1,aflow:a22a842e9d3d6dd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La1Sb1_ICSD_44805,225,cF8,52.2611
Si4Sr2,aflow:a2ccb8c1cb177f1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si2Sr1_ICSD_1455,141,tI12,54.1981
B2Fe4,aflow:a274d4fb29ac01b1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B1Fe2_ICSD_160789,123,tP3,127.855
Ca6P6,aflow:a2f519ee71e8f203,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1P1_ICSD_26261,189,hP12,53.1444
Hf1Rh1,aflow:a25ba543e871958b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hf1Rh1_ICSD_104265,221,cP2,181.367
Ge2Sc2,aflow:a228f6739e37610e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge1Sc1_ICSD_42947,63,oS8,86.238
Mg6O6,aflow:a23abd0165680631,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1O1_ICSD_181465,223,cP12,93.4556
Cu1Er1,aflow:a2bd74b497aff555,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu1Er1_ICSD_102880,221,cP2,78.5
Co2Sb4,aflow:a2d0b7c455ed66dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Co1Sb2_ICSD_624899,58,oP6,59.3519
C2N4,aflow:a2fbe08faa66181e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/C1N2_ICSD_247676,113,tP6,151.931
K2Zn26,aflow:a207d6a841bc8b3b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/K1Zn13_ICSD_415886,226,cF112,58.9222
B4N4,aflow:a3cdfb5055f945f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1N1_ICSD_162876,62,oP8,310.994
Os6Th14,aflow:a3694033e6abeaea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Os3Th7_ICSD_150669,186,hP20,85.5574
Os1Zr1,aflow:a36bd88304037b89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Zr1_ICSD_105580,221,cP2,212.794
Th6Tl10,aflow:a36e459606596eb0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Th3Tl5_ICSD_653244,63,oS32,68.4148
Hf1N1,aflow:a3ef546736421603,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf1N1_ICSD_167859,225,cF8,269.533
Be5Pd1,aflow:a39b28d260fb0f68,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be5Pd1_ICSD_58729,216,cF24,143.511
Bi1Li3,aflow:a347088e4932106b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Li3_ICSD_58797,225,cF16,28.2111
Co4Sb12,aflow:a37169d2282a7fd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_44715,204,cI32,78.3648
Ca1In1,aflow:a36c707fe5266d6f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1In1_ICSD_58905,221,cP2,33.5778
Fe1Pd3,aflow:a3ba02ad90b19f23,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Fe1Pd3_ICSD_103582,221,cP4,100.2
Pd3Tl1,aflow:a3fe7810c87205e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd3Tl1_ICSD_105729,139,tI8,133.239
Mg1S1,aflow:a46892f0377def6d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg1S1_ICSD_187171,225,cF8,74.9722
Cd1Zr2,aflow:a41ed4d2c3fc119a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cd1Zr2_ICSD_620613,139,tI6,80.0296
Cu4S8,aflow:a43dced96bd8d59e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu1S2_ICSD_100510,205,cP12,73.4778
Ni8P8,aflow:a48099fa2c5ca600,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1P1_ICSD_261827,61,oP16,148.098
O24Y16,aflow:a4c5261944e5f507,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Y2_ICSD_41267,206,cI80,137.656
Ge1P1,aflow:a568f1b0e4ca73fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge1P1_ICSD_17032,107,tI4,78.7769
Eu1Se1,aflow:a5a07064deeee46a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu1Se1_ICSD_183949,225,cF8,38.6444
As4Cd6,aflow:a5b232f4dd809ab2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As2Cd3_ICSD_56167,224,cP10,47.5556
Be26Mg2,aflow:a513c57b276194cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Mg1_ICSD_58713,226,cF112,98.7111
Pt6Th14,aflow:a583c9abe263a4bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pt3Th7_ICSD_150671,186,hP20,78.9333
Er1Pt3,aflow:a61105df9e09d3a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Pt3_ICSD_103289,221,cP4,178.778
Hg3Zr1,aflow:a68e4529694aa07f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg3Zr1_ICSD_104376,221,cP4,83.0389
Bi6Sr8,aflow:a6f93590c6fb4a35,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi3Sr4_ICSD_96944,220,cI28,29.5333
Er1Pd3,aflow:a60356bc997fa4fb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Pd3_ICSD_103280,221,cP4,131.706
Ho1In3,aflow:a69b8bddddf76762,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1In3_ICSD_104411,221,cP4,63.5889
Pt2Sb2,aflow:a65578e36cb27d11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pt1Sb1_ICSD_16969,194,hP4,125.974
Au1Mn1,aflow:a655aeef53046339,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Mn1_ICSD_109348,221,cP2,91.7
As4Pd8,aflow:a6000842f9be8632,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As1Pd2_ICSD_26279,36,oS24,135.122
O24Sc16,aflow:a617f11287610c21,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Sc2_ICSD_24200,206,cI80,160.552
Fe8Ta4,aflow:a6587b0a144e707a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe2Ta1_ICSD_633781,194,hP12,148.759
Al8Zr12,aflow:a659f3fa4217743a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al2Zr3_ICSD_58231,136,tP20,105.983
I1K1,aflow:a652b12baeddf43f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1K1_ICSD_61555,221,cP2,13.4556
Bi1Th1,aflow:a6233598953b7963,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Th1_ICSD_58860,221,cP2,73.9167
Bi8Pt4,aflow:a6b65119ee076b52,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi2Pt1_ICSD_42567,205,cP12,83.4389
N2Ru2,aflow:a64a0d7f694f45a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ru1_ICSD_185562,194,hP4,296.185
Mg4Si2,aflow:a607f27fa6c48822,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg2Si1_ICSD_167512,194,hP6,56.3333
As1Sn1,aflow:a66065a880171888,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Sn1_ICSD_44063,225,cF8,62.3889
Ca2Hg6,aflow:a74b412faa7fdc81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Hg3_ICSD_619356,194,hP8,36.8667
B2N2,aflow:a7e219378134298e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_162870,194,hP4,205.783
As1Er1,aflow:a7617b1c7ed6d859,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Er1_ICSD_167762,225,cF8,78.6222
As8Hf12,aflow:a72edbac95240550,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Hf3_ICSD_610637,62,oP20,135.757
Li1Pb1,aflow:a7b9a122dec417bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Li1Pb1_ICSD_104762,221,cP2,34.0444
Er1Te1,aflow:a70e1cad44b8938b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1Te1_ICSD_43646,225,cF8,65.6167
Ba2Zn26,aflow:a71ac540430807df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Zn13_ICSD_616172,226,cF112,59.5111
Ca4Cd8,aflow:a739eb4e2bb7ab8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Cd2_ICSD_420577,194,hP12,41.8722
I1Rb1,aflow:a877d3b01049d5a9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1Rb1_ICSD_44619,221,cP2,11.2778
As8Zr4,aflow:a8f883311b07a7ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Zr1_ICSD_20292,71,oI12,62.7704
Hf6Sb6,aflow:a8e3352f2d4aba9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Hf1Sb1_ICSD_107591,63,oS24,102.226
Fe6N2,aflow:a87a4479f2eb41a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe3N1_ICSD_24650,20,oS16,96.9685
Ga1Ru1,aflow:a8e4a8cd457eb606,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga1Ru1_ICSD_103950,221,cP2,202.872
Te1Th1,aflow:a89a7c64bdfbb2eb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Te1Th1_ICSD_106140,221,cP2,83.7944
P12Rh4,aflow:a8fa9eb8063bee4c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/P3Rh1_ICSD_647995,204,cI32,145.802
N1Ta1,aflow:a8ac23d5ab62e1fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ta1_ICSD_167901,187,hP2,327.909
Mo1N1,aflow:a8e94be57170df83,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo1N1_ICSD_159438,216,cF8,197.361
N2Y2,aflow:a8ae15d3a6620a81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Y1_ICSD_161078,194,hP4,129.519
Ba10Sb8,aflow:a92b58c15da82969,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba5Sb4_ICSD_280022,64,oS36,27.6778
Au1Cd1,aflow:a9cd44a3b513cfa5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Cd1_ICSD_151399,221,cP2,88.95
Ga3Hf1,aflow:a9053c964a25e231,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga3Hf1_ICSD_103728,139,tI8,108.378
N4Re2,aflow:a99cce5f14f9a433,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/N2Re1_ICSD_187442,127,tP6,374.313
B6Dy1,aflow:a995537aee9be53c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Dy1_ICSD_150623,221,cP7,178.594
Zn44Zr2,aflow:a94567bbc05b256c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Zn22Zr1_ICSD_653518,227,cF184,72.5222
Er1Se1,aflow:a910c394f6b05eb5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1Se1_ICSD_53418,225,cF8,83.7111
Al4Y8,aflow:a99a4e29778fe125,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Y2_ICSD_58211,62,oP12,54.5074
As1Ga1,aflow:a9c6b29d70d7cbec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Ga1_ICSD_107946,216,cF8,62.6833
Pd3Y1,aflow:a9dd7a99cc37634d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pd3Y1_ICSD_105743,221,cP4,122.922
Hf6Si4,aflow:a9b419dddfacc178,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hf3Si2_ICSD_53041,127,tP10,145.369
Te2Ti2,aflow:a91f3d9f527c9db9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Te1Ti1_ICSD_104194,63,oS8,48.937
Pd3Zr1,aflow:a94cbd0169e5270f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pd3Zr1_ICSD_185643,221,cP4,169.206
Ga8Nb10,aflow:a95295f840e03ac0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga4Nb5_ICSD_103837,193,hP18,160.93
Se2V2,aflow:a9c2287f020d04f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se1V1_ICSD_169871,194,hP4,77.4556
Cd1Se1,aflow:a9ffbcbb530940ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Se1_ICSD_181026,225,cF8,62.4556
Ge4Pt2,aflow:aa4d29b13edb8295,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge2Pt1_ICSD_43684,58,oP6,117.1
As1Th1,aflow:aa7739a42d917bcf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Th1_ICSD_44072,221,cP2,95.6833
Dy1Mg3,aflow:aa05095e36513fca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1Mg3_ICSD_103324,225,cF16,41.2556
Fe2V6,aflow:aa251335690bc0b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Fe1V3_ICSD_634028,223,cP8,213.006
O2Rb2,aflow:aab32adb95974548,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/O2Rb2_ICSD_180560,71,oI8,24.7583
Pd2Zr1,aflow:aa7bd49ec6dd6d58,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd2Zr1_ICSD_186413,139,tI6,150.963
Ce1O2,aflow:aa6ceeb12511471b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_156250,225,cF12,189.144
Bi6Tb10,aflow:aafc668c32c35dfb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi3Tb5_ICSD_617164,193,hP16,60.45
F6S1,aflow:aa9293911e25ddc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/F6S1_ICSD_214,229,cI14,4.28333
In3Th1,aflow:aae7f6bc01d6c603,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In3Th1_ICSD_59550,221,cP4,63.7111
N1V1,aflow:aa89372868af03a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1V1_ICSD_169820,187,hP2,321.12
La1Pb3,aflow:ab4dcaad9226a98c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Pb3_ICSD_104691,221,cP4,46.6444
Pd8Sc16,aflow:ab7480025e8a73c5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pd1Sc2_ICSD_648809,227,cF96,83.9444
As1Dy1,aflow:abf5b7fa198a8dc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Dy1_ICSD_187520,225,cF8,77.1889
Au1Mn2,aflow:ab6ed34ac75bc7b8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au1Mn2_ICSD_58548,139,tI6,76.55
